business_id,name,stars,review_count,categories
mk3_9cQiFEg_YIuZNXUx_g,Giant Food Stores,3.0,11,"Seafood,Mediterranean,Italian"
OPHGs4-Lm5b24TVToalq6Q,Tosco's Pub and Grill,4.5,31,Coffee & Tea
rqKbTffOqsh87ZgEmcflNQ,Lilies of The Field,4.5,7,"Vegetarian,Vegan"
B3ge1SSk9U-baGyUSPG8MQ,Philly's Seafood,3.0,31,"American (Traditional),American (New)"
mf0OyZ6DX2iKUFIV9TqFRQ,Moriarty's Restaurant and Irish Pub,3.5,629,"Nightlife,American (Traditional),Bars"
hQzJr8geXRXLlpzE5GcHDA,Cal's Automotive,4.0,7,"Nightlife,Bars,Italian"
0oSSjekU-3GR8gselReWnA,Butcher and Singer,4.5,1290,"Asian Fusion,Salad,Noodles"
2cfMzSwR5uv60MejP_0SUg,1-900-Scoop-Shop,4.5,8,Mediterranean
ZCtezvOMjgpfrM4sxEhwXg,"Best City Homes, Inc",2.0,12,Coffee & Tea
MTM5eXO6Mz0axVrUVNhbrA,Settlement Music School,4.0,6,"Mexican,Barbeque,Tex-Mex"
Ta8Gx9lI9NcXvzWpnjU0ww,Chinnar Indian Cuisine,3.5,101,"Bagels,Sandwiches,Coffee & Tea"
wVFy58Rt0x_ZGGLK_6VifA,Spice Garden,4.0,20,"Vegetarian,Vegan,Burgers"
u7zQ5lEAJpRUWMYMMB6zSQ,King Wok Chinese Restaurant,3.0,21,"Asian Fusion,Chinese,Gluten-Free"
KGBjEO-FilXoCK_Pk-jsvA,Penn's View Hotel,4.0,108,"Middle Eastern,Nightlife,American (New)"
vlcU9doMaKNL_ITU5NPbtA,Lowe's Home Improvement,2.0,16,Chinese
hbitfyd9tJU3jinKxIHoAg,Ly Jen Therapy Salons,4.0,62,"Nightlife,American (Traditional),Bars"
Z7duGqAsE3HLi22TYCEp4w,Pure Nail Bar,3.5,16,"Korean,American (Traditional),Donuts"
KMKVDHQxUZds1XkDB_WQWg,Lukoil,2.5,5,"Bagels,Sandwiches,Coffee & Tea"
_HmfdCdYfLt23rj7myCSdQ,Perfect Tranzitions,4.0,8,American (New)
KOPOFFBXgiNXniVxtbYglw,Beauty Zone,3.0,13,"Mexican,Barbeque,Tex-Mex"
UZ_OcVoBvM6LnaOHOsRQfg,Sunshine Pediatrics,3.5,8,"Coffee & Tea,American (New),Italian"
ZOGUzIXjPF2qAm7u_3W1Qg,Katie's Pet Grooming,4.5,16,"Asian Fusion,Chinese,Thai"
9KTR91LBbXrW-i_MWOB_mA,Reinhold Residential,4.5,7,"Pizza,Salad,Sandwiches"
E4qH6Mm7JkSxaTMqSEr5Iw,Sigismondi Foreign Car Specialists,3.0,13,"Coffee & Tea,American (New),Italian"
x35eSk5KIM2pDqnQSkmB-Q,Old City Cleaners,4.0,10,"Nightlife,Bars,Burgers"
JrPyo8Ykbx8gw8sREerfqA,MD Nail Spa,2.5,12,"Burgers,American (New)"
D5zG92TEkRLN_bseRIQiuA,Cocusocial,4.0,5,"Nightlife,American (Traditional),Bars"
6Qec8Eb45V_7nXs9Gpvz4Q,Philadelphia Diamond Company,4.5,7,"Sandwiches,Nightlife,American (New)"
QY9h6QIaBFeExPGNPqiOMg,New China,3.5,9,"Bars,Nightlife,Seafood"
tUvjeMfRz736r9zTHs6DuQ,Modern Cleaners & Tailor,3.5,7,"Nightlife,Bars,Burgers"
KnXWxp0DO4043CyWAnAx9g,Paddy Whacks Irish Sports Pub - Welsh Road,3.0,46,"Pizza,Nightlife,Bars"
CZp7KP8OZVYEKbsBvfZZZA,Glenns Auto Care Center,4.5,5,"Nightlife,American (Traditional),Bars"
xaMIdYONKyIE_cfDJCS0nQ,Supreme Roofing & Construction,5.0,8,Korean
eobJDHEOgJm4SsuEjyo3tA,DICK'S Sporting Goods,2.0,19,"Nightlife,Bars,American (New)"
ti_KtFMm3dW0jqIPBR8kKg,Terminix,1.5,21,American (New)
H074TjRqgnqe85hQhwxPvA,Burton's Barber Shop,4.5,12,"Salad,Mediterranean,Sandwiches"
fEeVaxtxfBPtP2w3nhuXlQ,Upper Bucks Orthopaedics,2.5,7,"Korean,American (Traditional),Donuts"
XeJLOFPm9rxXKr2wVrd5ZA,Mr. Tire Auto Service Centers,4.0,33,"Tacos,Mexican,Tex-Mex"
Xu3Gz-pWnIrR3Zdq3UENQQ,JOANN Fabrics and Crafts,2.5,15,Chinese
xAwnIKLl9zPA6fAe_1AbqA,VRC,3.5,75,"Nightlife,American (Traditional),Bars"
ZhEFPPLta5dBxUKnyqMF3Q,Frannie Nicks,3.0,41,"Middle Eastern,Nightlife,American (New)"
Ox7zEtBbLVDEIdc_zTspWA,J2 Salon,5.0,9,"Desserts,Bakeries"
1GB_T8DEAsGIez-4QVPFFA,Graeme Park Pizza & Cafe,4.0,54,"Diners,Desserts,Donuts"
y9aSZPm53VyQ6Vcsq370ng,Laurel Nail Salon,4.0,15,Korean
zbt4xgWJJIuCzHX8iAH-hg,Chadds Ford Greenhouses,4.5,15,Italian
7OJAL1aoOn-67iu9X-wptA,Design For Vision,4.0,6,"Vegan,Bagels,Coffee & Tea"
aW7mqWU2S3r9TiF1Ebso1w,Bella One Salon,4.0,5,"Nightlife,Seafood,Bars"
rB0ozku-IXHL7LHYm9_0OA,Chesco Nails,3.5,40,Italian
wWAm80RMprporgLGK1OaCg,Northeast Family Branch YMCA,2.5,10,American (New)
MYr8MhOIAt1Ws7q0nZiE7Q,"Hand & Stone Massage and Facial Spa - Oaks, PA",3.0,17,"Korean,American (Traditional),Sandwiches"
LFBh5DFszWgG_rFkh_MsWw,Fitzgerald Family Chiropractic,5.0,6,Italian
lCUX6CoPdxN2gtRBeJ9R0A,Rosewood Bar,3.5,7,"Nightlife,Seafood,Bars"
pmPZ8Sr-xzX1J_GUoPx4Jg,Crab Du Jour Xpress Cajun Seafood,3.5,8,"Nightlife,Bars,Mexican"
VyHHQFPJYAQ4XOS8CXN_0w,Oxymagic Carpet and Upholstery Cleaning,5.0,6,"Nightlife,Seafood,Bars"
NOeEa5aJpUF38qxi2Bj5Gg,Starbucks,3.5,30,"Nightlife,Bars,American (New)"
cW7_QDMKaJU5-eDxuvzZaw,Wonder Foods,4.0,8,"Nightlife,Bars"
7OgpKf2DJwmGQmH78hCCBQ,Pitt Ohio Express,1.0,7,"Asian Fusion,Chinese,Thai"
67TtOZH91MEUxpnt6SyRug,Gamestop,3.5,7,"Pizza,Sandwiches"
AeObORQc48ToDvekKf77LQ,Dan Collins Painting,4.0,10,"Desserts,American (Traditional)"
loaoPi2hD2T6FHCcJ7G-BQ,"Primary EyeCare Associates, PC",2.0,10,"Asian Fusion,Chinese,Thai"
g7CaY9XKhwcWV2K-zM47Lg,Cilantro New Mediterranean Cuisine,4.5,85,Bakeries
PVgV-z6cjkb52LkboQoCFA,Via Roma Pizzeria,4.0,34,Pizza
zUNTZ-eMxqyizUn98ACzAw,Superior Wash Centre,2.0,10,"Sandwiches,Italian"
iUbEzrvaq74ET-SAEayRzw,TD Bank,3.0,6,"Mexican,Fast Food"
LjHc51EB9aSXwauXxHuwMA,Rite Aid,3.5,5,"Salad,American (Traditional),Desserts"
hafKKagvQfB_p-4sIviCjA,J A Smith Heating & Air Conditioning,2.0,6,"American (Traditional),Sandwiches,American (New)"
KjwrNpjp0wkovwKydQ3tWw,Sushi Stop,4.5,14,Food Trucks
x487QSffKtMpGa_CzJ1Uzw,Margiotti & Kroll Pediatrics,2.5,9,Diners
GNrVNriMUSYHYRFpZNJAtw,The Brow Bar,4.5,36,"Nightlife,Bars,American (New)"
cy1qlowyE-zHmzfVyBFOJg,McDonald's,1.5,14,"Pizza,Italian"
tigHZM-jbXyJxxW3gMpMOw,Sun & Shade,3.5,13,"Diners,American (Traditional),Sandwiches"
n1izPdCPvwO5HCjwNywMLA,The Oasis,3.5,12,"Diners,American (Traditional),Sandwiches"
fD4bniuVxxG-uIygBbf5iA,Double Decker Pizza,3.5,104,"Food Trucks,Burgers"
AWbpM2KXsWMGXXiS9dOI1g,The College Butler,5.0,9,"Korean,American (Traditional),Donuts"
7-zRaGRevEgwKqJ35cjm-A,Mavis Discount Tire,3.0,55,Mexican
fmoUsX3lNoJM3GU1elS2ig,Taormina's Pizzeria,3.0,17,Chinese
KwADSZGoeiqnlR4vUpNhig,Stacy's Pizza & Wings,2.5,63,American (New)
_ZrKoGwL_zjpqKaW_nLS4w,Calvary Church,5.0,5,Mexican
YsDj1FEDJ_-VbtuQwrvZYg,Mama Russo’s Pizzeria,5.0,14,"Soup,Indian,Vegetarian"
c-jQ_--GMT_SvyjclyYqMg,Craft Manayunk,3.5,97,"Nightlife,Bars,American (New)"
tL0qw-y63uBpSxP_ieNgNQ,5 Star Appliance Service,2.5,5,"Sushi Bars,Japanese"
FgfP6qXJdYWRexe4ciWHgw,Applebee's Grill + Bar,2.0,83,"American (Traditional),Burgers,Chicken Wings"
hzImXVCoWlMQnpfuUzQ11Q,Open MRI of Bala Cynwyd,2.0,10,"Latin American,Burgers,Coffee & Tea"
r9sFTXBUGSYB7orbyY0PLw,Becker's Corner,4.0,68,"Sushi Bars,Japanese"
-8gGD85_jZvapnmb3EvU3w,Lew's Seafood Takeout Shop,3.0,38,"Sandwiches,Nightlife,American (New)"
Aqsc1lA8-PN8YNMgroyeSg,Soul of Africa Restaurant,3.5,23,Food Stands
e78ayJAA9wXq-DrrSQq2HQ,The Flour Pot,4.0,10,"Pizza,American (Traditional),Sandwiches"
yHXa2VIpHT_285hxcoMCow,Dan's Details,4.5,8,"Nightlife,Bars,American (New)"
z6jtqUPjCVITAOlCw69KBQ,Fowler Pest Solutions,5.0,5,"Asian Fusion,Nightlife,Latin American"
pajaST0lkqKzdzx7AsAy0g,Nick's Auto Sales,2.0,10,Caribbean
3eYLop9BA2mLzPYjUFKcWg,"CollisionMax, An ABRA Company",3.5,12,"Pizza,Italian"
pb1oZS_fVHwBkw3ysqF9pQ,The BrickHaus,4.5,70,"Sandwiches,Nightlife,American (New)"
fy58_Jt4AVReDXKrtzmx8w,Merion Art,4.0,13,"Nightlife,American (Traditional),Bars"
821Famr4GTTa4uKHp7exZg,Wyndham Alumnae House,4.0,8,"Pizza,American (Traditional),Sandwiches"
AblFggRhob4ZMUK1JP1s2A,Black Butterfly Salon,5.0,6,Mexican
XVBvncfIye0gz2uoeNMVSA,Residence Inn Philadelphia Langhorne,3.5,41,"American (Traditional),American (New),Sandwiches"
p0rW9IPFT8KAdWOo82Yk1g,Zimmers Pets,1.5,16,"Sandwiches,Coffee & Tea"
TI_RoMtNoPuKC6bCAnR4Vw,Studio 454 &,2.5,5,American (New)
qN4okSClt1UbU9NMnEad8A,Premier Barber Institute,3.0,5,American (New)
M_yGuw7bmwhhI4YZYn7B0Q,J & G Automotive,3.5,5,Coffee & Tea
gJqT8rZJHyJXYAhC9VK6KQ,Einstein Physicians Holland Pediatrics - Buck Rd,1.5,7,"Desserts,Vegan,Burgers"
u8ndpD32AvqRkEyD1Q2dXA,Willkay's Ice Cream,4.0,6,"Nightlife,Bars"
Bed89bho5YOJ1LSP899VfA,On Time Towing,1.5,10,"Seafood,Bakeries,American (Traditional)"
penT9eIi3WrI49w_nQnVHQ,US Post Office,1.5,11,"Vegetarian,Asian Fusion,Thai"
reEclSKK_RR3W4EFPOzhig,Alchemy Hair Lab,4.5,6,"Sushi Bars,Salad,Sandwiches"
10M-OPRL1iITxEM7FIqeeg,Dunkin',2.5,11,"American (Traditional),Italian"
rBYdQSdDQFUH3WECNG64hQ,Great Clips,2.5,13,"American (Traditional),Nightlife,American (New)"
xfyHbWKOtDVAiAcdwgmaUg,Southampton Spa,3.5,69,"Nightlife,Bars,Burgers"
E42OJV_R6D6utoGynkNK8A,Philadelphia Traffic Court,2.5,7,"American (Traditional),Burgers,Sandwiches"
M4M1W_FqCxH2csk2I4rrWg,Raymour & Flanigan Furniture and Mattress Store,2.5,10,"Desserts,Bakeries"
5eJDmxZ8CJkgm57ioG6BwQ,House Cup Coffee Roasters,5.0,6,"Pizza,American (Traditional),Italian"
W5qWPa1LPo9stvCGeVSRAg,Pho Don,4.5,43,Seafood
CAmNxn6wBszgUH5_EQEJug,Street Food Sandwich Shop,5.0,5,Bakeries
KXp5VznmsFKk7EIFVBghnQ,Bell Tone Synth Works,5.0,5,American (New)
XIR9zc7HIglYL_v6L1JoAg,Dave's Artistic Tattoo,3.5,9,"Soup,Salad,Thai"
NhOb3rGEhKFAAmJQP1ObtQ,Tim Lowry - Trident Mortgage Company,3.0,6,"Bars,Nightlife,Seafood"
DqBqTd1aU8VfhLXAWs8ldg,Boston Market,2.0,11,"Bars,Nightlife,Seafood"
J1yeiRSPi4qOYKilgiBbIw,D.I.Y Hair & Nail Salon,3.5,5,Pizza
7MYrqE-5cQrqj0vb5k67kQ,Escape Room Mystery,4.5,34,"Steakhouses,American (Traditional),Barbeque"
cVV8GWVIe9BwyCOKwrFgPA,Castellino's,5.0,72,Coffee & Tea
cUvwzWvx1rNJ2wZ8hEyNaA,The Violetwood Cafe,4.0,39,"Chinese,Szechuan"
BvmjOuWCa0nxMltBC0qLqw,Broomall Dental Health,2.5,7,Sandwiches
qxy8zpI8I7e9oM6TA0m7ig,Paoli Pharmacy,4.5,6,"American (Traditional),Southern"
2LokHe7GtKZD9Q6w0dRe_A,Queen & Rook Game Cafe,4.5,66,"Nightlife,Bars,American (Traditional)"
BZU9iLoVPeBzUlp1s8756A,Mirror & Mantel,5.0,164,Coffee & Tea
5iUtqb6ONRcrnlBKic3g9A,The Porch At 30th Street Station,4.0,9,"Sandwiches,Nightlife,American (New)"
arhZ44NOTAA_nb_tfmKn1Q,Christine's Restaurant,3.0,85,"Tacos,Mexican"
T3tiN6g7G2XUoDjRv3d8Cw,Irwin's,4.0,111,Chinese
4LSIGjDPsgINLwO0pCAS7g,WorkNet Occupational Medicine,1.5,7,"Nightlife,Bars,American (New)"
NMnxLORhLb4sxEbvx45qfQ,Ho's Chinese Restaurant,3.0,6,"Nightlife,Bars,American (New)"
sYlexNuXRw7L1UDn3P-EkA,Spirit Airlines,1.5,94,"Vietnamese,Thai,Coffee & Tea"
5Y7cqSgUSfLwn7ulBeO_sA,Bluestone Lane - Philadelphia,4.0,88,"Food Trucks,Burgers"
sWocsfhMimEifz-EDc_aug,Spin Around Entertainment,2.5,13,"Asian Fusion,Chinese,Thai"
TemnlE_UVCKdCMtFhIDoSw,Paoli Place Apartments and Townhomes,1.5,5,Caribbean
e6tfORR6k5fZa2_uZgAbzw,Its Hair Honey,3.5,9,"Noodles,Chinese,Soup"
ZtUhhZ67eoHg30c-nPXC1Q,Briar Bush Nature Center,4.5,7,"Asian Fusion,Chinese,Gluten-Free"
bmrEQ_4nzXc72zAFotrLYA,Arden Theatre Company,4.5,64,Seafood
Ub2cgjP0Q9l38hHksoEQPQ,Bossy Brows,5.0,21,"Nightlife,American (Traditional),Bars"
VirvWyIdYZZW59JZJ6wXwQ,Boas Vision Associates,4.0,5,"Desserts,Sandwiches,Italian"
CysQA2dUNQnNVF_WtCdwGA,Als Heating Cooling & Plumbing,3.5,5,Ice Cream & Frozen Yogurt
WDrjCpzxbLHaNG86Y4c9yw,J's Auto Service,4.5,16,"Nightlife,American (Traditional),Bars"
wjJrJVwePmxPx759p3OAjQ,Happy House,3.5,21,Mexican
iI8QWyrprN1rnQQXVtAoTw,China House at Melrose Pa,2.0,9,"American (Traditional),Southern"
7l2yCtZOr-wfMiIqCW-1mQ,Live Balloons Party Entertainment,5.0,6,"Desserts,Vegan,Burgers"
OKEb03Guv29WM41QZlacEQ,Benetrends Financial,3.0,9,"Nightlife,American (Traditional),Bars"
I21dVOT3pxwQVPECxRIJiA,309 Deli,5.0,6,"Pizza,Italian"
vy0IlrE3Zl44HwxbsZhh2g,Ritz East,4.5,111,"Nightlife,Bars,Burgers"
LCDWggWQ_M_YjEHH5Erzdg,Greenzang Properties,3.5,33,"American (Traditional),Southern"
SN0HSI_OZK59x0P_e76ghw,Old Navy,3.5,11,"Fast Food,Sandwiches,Italian"
4Z_2f6Uyt8gC3-DxsgmQGQ,BeauMonde Originals,5.0,20,"Asian Fusion,Chinese,Thai"
E_w9t1HQtcizm9didoC4yQ,Young American Cider,5.0,12,"Steakhouses,Sandwiches"
nMh_xEJ0B7XFO6I0MX_CRA,Turner Bros Plumbing & Heating,4.0,15,"Juice Bars & Smoothies,Mediterranean,Sandwiches"
1Adxg9YYDKfmwrPqESOeyQ,Main Line Diagnostic Imaging - MDI,2.0,6,American (New)
GaDeCypnvJKZBbv35hcpyg,United Buffet,3.5,64,Thai
AooN1OtJJLh1G6A-8u1v8w,Turning Point - Newtown,4.0,135,"Nightlife,Bars,American (New)"
M5lLIZzkjYARZQYoey4iyw,Sandwich Connection,4.0,15,"Pizza,Italian"
tE5BNi1HAv10Gl8NIk24VA,New Horizon Movers,3.5,39,"Desserts,Bagels"
ZNpccXiQheev4Fv1NFV2Tw,Olde Media Tattoo,4.5,13,"Salad,Mediterranean,Sandwiches"
J9Vd_slUuhnyjZi47Lh1ug,Silvana Cumani  DMD and Associates PC,3.5,54,"American (Traditional),American (New),Sandwiches"
Vjn7Nuj75b-eNZ40bKmeSA,Foot Locker,4.0,5,"Desserts,Sandwiches,Coffee & Tea"
ZwwqYNpruM6g2zGC3wcHdA,Ambler Area Branch YMCA,3.5,40,"Steakhouses,Burgers"
9nktzZKO3QhBRbzUgcf1ew,US Post Office,1.5,21,"Vegetarian,Vegan"
3eN4dAC8Al3dd-WK6CATLg,Applebrook Inn Veterinary Center & Pet Resort,3.5,21,Mexican
KyDcAU41QDQpYAFyK6Q6hg,Sweet Box Cupcakes,4.5,268,"Desserts,Sandwiches,Coffee & Tea"
CtnT6bvxLwyT4xxdCnKAtw,Kati Mac Floral Design,4.0,19,"Korean,American (Traditional),Donuts"
UW4P3HMenQMXWVkLXUnM0w,Five Points Cocktail Lounge,4.5,10,"Juice Bars & Smoothies,Mediterranean,Sandwiches"
ZsSsyknkpARZUrD6rRH27A,Alimentari,4.5,29,"Pizza,Salad,Sandwiches"
bnoc_fLRzS9xh3iidEePHA,Blue Grotto Italian Bistro & Bar,2.5,8,"Nightlife,Barbeque,American (New)"
kBLMIhzYGoqKm2EK4GME8A,Buffalo Wild Wings,2.0,163,"Pizza,Nightlife,Bars"
Hc5oZJ7T8XOqwdtRUPt2_g,Burger King,2.5,11,Mediterranean
2lKwvLM4ENjSqIUpVgvb2A,Ambler Barber Shop,5.0,12,"Chinese,Szechuan"
_KqbkPAOI0s2ss0m-ucF5A,Mongkoltepmunee Buddhist Temple,5.0,5,"American (Traditional),Nightlife,American (New)"
x4B5D2D8ZMzv5djl1-gD2w,TD Bank,3.5,7,"Mexican,Barbeque,Tex-Mex"
Z0zEjG0LWG5FZs-hkkyA4Q,SV Nails & Spa,3.5,12,"Pizza,American (Traditional),Gluten-Free"
NmVm_m2McWevQArLUHuItg,Domino's Pizza,2.0,18,"Chicken Wings,Fast Food"
0PfBXe39wlLmSUt8W1hcRg,Nino's Pizza,3.5,22,"Nightlife,Bars,Mexican"
fZreJZ2m93FEfX-pF4cSXg,Villa Pizza Italian Restaurant,3.5,14,"Steakhouses,Sandwiches"
80LSmtLZmoyJ_1fTG85VMA,Fitness Exchange,4.5,13,"Nightlife,Bars,American (New)"
dJBD0R6Pb24J0UPQbwNgjA,Big Top Beverage,4.5,14,"Salad,American (Traditional),Desserts"
4zK5zmIqQxeDgetjoRmkrQ,Brotherly Grub,4.0,22,"Korean,American (Traditional),Donuts"
mXQ5qcjeVZKBbyWrdQ2Z0A,Taffets Bakery & Store,4.5,69,"Seafood,American (New)"
e481AEBZ1aTcstjHCTPDKw,PA Dent Repair,5.0,10,"Bakeries,Gluten-Free"
qIy3B2VKhFI8cQu-M6GbuQ,Master Granite Marble & Tile,2.5,5,"Nightlife,Bars,American (New)"
8NeQKx9kYZIQclGPj7ynoA,Julius Scissor Hair Designer,4.0,47,Mexican
ZByTbQwI6_oaqxkgAIsCfQ,Jeff Daniel's Jeeps,4.0,11,"Vietnamese,Thai,Coffee & Tea"
xMH3_UDXy4oKyVrLmyooNw,Doc's World of Beer,4.5,39,Pizza
ShPcKM2R4C4cJFiLucpaUg,New City Nails,4.0,5,"Sushi Bars,Japanese"
UijMQu3VCy8VkDU_e1rs1w,Olde Towne Restaurant & Tavern,3.0,7,"Mexican,Barbeque,Tex-Mex"
BR5J4n0k0S7ve-0GEzfbiQ,The IATSE Ballroom,4.0,8,"Steakhouses,Sandwiches"
dvxyt7YVvJ3Ubz60jQbutw,Solly Stables,4.5,7,"Diners,Bakeries"
_-pvGUjCHAnfMlPRObpJcw,Dairy Queen,3.0,9,"Asian Fusion,Nightlife,Latin American"
cXaZ8BpkAKIS0M6OXmWLWA,Marcus Hook Florist,4.5,22,"Nightlife,Bars,American (New)"
2YYN4j68YD8S8PsygtJaQA,La Hacienda Mexican Restaurant,4.0,201,Pizza
WeNgBGsZ9ZOY--KJZmd4dg,United Sports,4.0,5,"Mexican,Barbeque,Tex-Mex"
ttKqW7KM06WYjQyiyUgGVQ,Philly Style Soft Pretzel Bakery,4.5,22,"Vegetarian,Bakeries"
BQB4dDyU-jSJUUyv50f8gQ,Thorndale Inn,3.0,31,Coffee & Tea
H-kgJbRIqYdjOYHpbk69Rw,Philadelphia LX limo,1.0,10,"Desserts,Bakeries"
O6PMDDhKMNmvq5cox3EQ7g,The Home Depot,1.5,23,"Sushi Bars,Japanese,Asian Fusion"
BzZGZ7lBDqTpYHn7UfigDg,Quest Diagnostics,2.5,10,"American (Traditional),Sandwiches,Nightlife"
dh0kY6e4UTyomZ5bytb9ag,PJ Whelihan's Pub + Restaurant - Horsham,3.5,46,"Nightlife,American (Traditional),Bars"
nXqsCCHeGJINfP2aTOvAKg,Nelson's Plumbing and Heating,2.5,5,"Chinese,Szechuan"
6_d8wy4dlTH3jVmjyn3o7w,Joseph Anthony Retreat Spa and Salon,4.0,163,Italian
ZHyrzZLFAKmukAtaSugwGg,A  Plus Family Dental Care,2.5,8,Vietnamese
u401RMGQdF4N5Q6omN385A,Subway,4.0,7,"Fast Food,Burgers,Coffee & Tea"
l5JQB7tXczIpsYmbSLi5_w,Rose Auto Service,5.0,10,Mexican
MxGQP7AhRsvjyUum1PGsvg,Blitz Automotive,5.0,9,"Vegetarian,Vegan,Burgers"
ySvCmFrQyduqO6WUZX4ORA,Uva,4.0,97,"Chinese,Szechuan"
w6MkrKwuc3R8rmR4KLl1Ww,Jean's Pizzeria & Grill,3.5,28,"Asian Fusion,Thai"
yCcaFZFdNmH7fZu4VBKNOQ,Pat's Automatic Transmission Service,5.0,6,"Bars,Nightlife,Seafood"
X6VyF0hVVfE-N87lintvQQ,Danny's Guitar Shop,5.0,14,"Nightlife,Bars,American (New)"
aAXU8DRlr9KDQ_v61BybAQ,Vlora Painting,5.0,6,"Nightlife,American (Traditional),Bars"
EuYdJeX1EPC3TH_D8FJPKA,Art Sanctuary,5.0,7,"Bakeries,Gluten-Free"
4sQJTQwK_idwYjFgtr12VA,Country Fair Chocolates,2.5,38,Mexican
eePWVoCggP3xfpU1WKsguw,Homegoods Store,3.0,8,Diners
Rmr_kEVZGzIqzLRjWsmP-A,Wawa,2.5,6,Chinese
2vsHDnVOwO54rKCt1An3pA,Villa Rosa Italian Restaurant,3.5,63,"Tapas/Small Plates,Nightlife,American (Traditional)"
UQfiI5OnpDSH8pebjT2WKw,Pennypack Farm & Education Center,5.0,7,"Desserts,Sandwiches,Coffee & Tea"
6pWzOyWLzGRnE_9y32lGsA,"McFarland Tree, Landscape & Hardscape Services",3.5,14,"Caribbean,Bakeries"
vHQ_RMQQ_QCuUGXDQNpGNA,Crepe Place V-DaL,4.5,6,"Nightlife,American (Traditional),Bars"
8tjOT3MJKyY8V-pE-Q8eMQ,Bella Bella Hair Salon,5.0,10,Mexican
08I7khCvyCEKyPktg1kd3A,Animal Hospital of Chester County,5.0,6,"Vietnamese,Thai,Coffee & Tea"
2aNRKeyuVEYvtFMKxo4GNA,Quaker Antique Mall,3.0,9,"American (Traditional),American (New),Sandwiches"
1a5EDeDaW-9Zk7CTa7yZ7A,Quick lawn care services,4.0,14,"Vegan,Bagels,Coffee & Tea"
VHWCzIZXpWPyeFe2lkIutQ,Johnson Hall Coffee House,4.5,57,"Tapas/Small Plates,Nightlife,American (Traditional)"
r_Szx6AwqKE_wgjS5duShw,Mt Fuji Japanese Seafood & Steakhouse,3.5,69,Coffee & Tea
DmTeq_3mOKVro4OtU2i3sg,"Karen M Wrigley, OD",2.0,16,"Nightlife,Bars,Mexican"
cwEuxv8fBnY70FRsIgHstw,Kennedy Rose Velt Florist,3.0,9,American (New)
Rbwv4oJx5i9ldnsMkwCBiQ,Icing,1.0,5,Thai
QNR-_GN_hg8YVCRq57xbJw,Broad Table Tavern,3.0,73,Mediterranean
7kC44AcEvJRAaDPhQNQ-6A,Illiano Pizza Restaurant,2.5,15,"Sandwiches,Nightlife,American (New)"
DzEvInDGi4kan-DazV9OSQ,Fixed 2 Move,2.5,7,American (New)
Biidj3QszVuVO0Q85g5NPw,Fu-Wah Mini Market,4.5,247,"Nightlife,Bars,American (New)"
CYSPKiVdoPX3erovujnE9Q,Harp & Crown,4.0,912,Burgers
bn2jWrB_aXdQP4YoyUVVIQ,Seorabol Center City,4.0,219,"Salad,American (Traditional),Nightlife"
ew59ubIO3CPQ7UqJMfm5zA,"Alyson Nerenberg Psychology Associates, PC",4.5,5,"Vegetarian,Vegan,Burgers"
k0InB-3WCg5DVaMXGpSjnQ,Namaste Indian Bistro,4.5,93,Pizza
Em0k3l76cFj-A0tqJbkWtQ,Koreana,3.5,93,Pizza
UljbSHv00PKS6YUnnCiSZA,Desert Rose,4.0,208,"Vegetarian,Vegan"
vKZhZqCa6bcdFieu0NYh0A,chili's,1.5,10,"Nightlife,Bars,American (New)"
yMBgE8VN05khK1yNpbZaRw,a2b Technologies - a2b PC Repair,5.0,6,"Spanish,Tacos,Latin American"
obeaMfZrrJbe6pO5L0v91w,Aramingo's Best Pizza,4.0,38,"American (Traditional),Nightlife,Steakhouses"
T3w6O9U3cpeiDl6Tj7ERGw,Blue Horizons Dive Center,5.0,8,"Asian Fusion,Chinese,Thai"
wHoRDL6iia1Db3N_UaNFjw,Pro Nails & Spa,4.0,21,"Nightlife,Seafood,Bars"
xGPIR0eCI8SmS2woOVNlnw,Anthony Bernard's Salon,4.0,12,"Nightlife,Bars,American (Traditional)"
aQhn4CcEJokY6ADxUbzTaQ,Chickie's & Pete's Cafe,3.0,224,Mediterranean
2qkuYZItKFtMDpbrWMDobg,Nask Door,2.5,8,"Nightlife,Bars,Burgers"
VAlhQ99ggc2JGmFKWg0H_Q,Golden Wok,3.5,7,"Mexican,Barbeque,Tex-Mex"
P530pEUtDTWljOAoSyaaMw,Franklin Commons,4.5,6,"Nightlife,Bars,American (New)"
o_N7HiU3f6cVvrJAFrE43A,KC Carpet and Upholstery Cleaners,5.0,252,Coffee & Tea
i9rqSiwl3EAXWU9XA1YyOw,Smokey Bones,2.5,227,Sandwiches
S6LERxFFHbGGfGe5ezkR_A,The UPS Store,4.0,8,"Pizza,Chicken Wings,Sandwiches"
LcmiN-4moMYNhGjx9Rx1uw,Ocean Nails & Spa,1.5,12,"Nightlife,Seafood,Bars"
D78Bs3bESvOJzpdnL84tLQ,George's Food truck,4.5,12,"Juice Bars & Smoothies,Mediterranean,Sandwiches"
fEqiXG_B-fn__w0aeF3nBQ,Laurel,4.5,326,"Nightlife,American (Traditional),Bars"
B7WvU0nw3ad4mDfgIDBVzQ,Pocopson Veterinary Station,5.0,8,"Asian Fusion,Chinese,Gluten-Free"
